,datetime,Barometric Pressure,PSI
0,2022-07-20 00:00:00,1017.9666666666667,14.764384940000001
1,2022-07-20 00:15:00,1018.1,14.76631878
2,2022-07-20 00:30:00,1018.1333333333333,14.76680224
3,2022-07-20 00:45:00,1018.1666666666666,14.7672857
4,2022-07-20 01:00:00,1018.3333333333334,14.769703000000002
5,2022-07-20 01:15:00,1018.5,14.772120300000001
6,2022-07-20 01:30:00,1018.6999999999999,14.77502106
7,2022-07-20 01:45:00,1018.8666666666667,14.777438360000001
8,2022-07-20 02:00:00,1019.0,14.779372200000001
9,2022-07-20 02:15:00,1019.0,14.779372200000001
10,2022-07-20 02:30:00,1018.9666666666667,14.778888740000001
11,2022-07-20 02:45:00,1018.7333333333332,14.77550452
12,2022-07-20 03:00:00,1018.8333333333334,14.776954900000002
13,2022-07-20 03:15:00,1018.8666666666667,14.777438360000001
14,2022-07-20 03:30:00,1018.7999999999998,14.776471439999998
15,2022-07-20 03:45:00,1018.6333333333333,14.77405414
16,2022-07-20 04:00:00,1018.6,14.77357068
17,2022-07-20 04:15:00,1018.4,14.77066992
18,2022-07-20 04:30:00,1018.2333333333332,14.76825262
19,2022-07-20 04:45:00,1018.2000000000002,14.767769160000004
20,2022-07-20 05:00:00,1018.1666666666666,14.7672857
21,2022-07-20 05:15:00,1018.0666666666666,14.765835319999999
22,2022-07-20 05:30:00,1017.9666666666667,14.764384940000001
23,2022-07-20 05:45:00,1017.7333333333332,14.76100072
24,2022-07-20 06:00:00,1017.5,14.757616500000001
25,2022-07-20 06:15:00,1017.3666666666667,14.755682660000002
26,2022-07-20 06:30:00,1017.3333333333334,14.755199200000002
27,2022-07-20 06:45:00,1017.2000000000002,14.753265360000004
28,2022-07-20 07:00:00,1017.1,14.75181498
29,2022-07-20 07:15:00,1017.0333333333333,14.750848060000001
30,2022-07-20 07:30:00,1017.0333333333333,14.750848060000001
31,2022-07-20 07:45:00,1016.9333333333334,14.749397680000001
32,2022-07-20 08:00:00,1017.0,14.750364600000001
33,2022-07-20 08:15:00,1017.05,14.75108979
